text	sentiment	emotion
ممكن عدد الاسهم الحرة ؟ نشاط الشركة ؟ اهدافها في سوق الاسهم لمن لدية الخبرة	t	Fear
اغلب الاسهم عليها طلبات رقم واحد ومكرره كثير ملاحظينها👀	t	Fear
هل تم الموافقه على التجزئه أم لا ارجو افادتنا من قبل الحاضرين ولكم جزيل التحيه والتقدير	t	Fear
سجل 81 يارب مانقول الا غيرها	p	Sadness
سهم توبي يا توبي بصبر شهر إلى إعلان نتائج الربع الرابع وش رأيكم تصرفي صحيح ؟	t	Fear
الاعلان ايجابي او سلبي ايه الاخوة الافاضل	t	Fear
واضح ان السيوله الى تبدات تخرج من ام بي سيى توجهت لها والله اعلم	t	Fear
هل المجمعات الأراضي كلها ملك لشركة او اجار عقود طويلة 30 سنة	t	Fear
الله يبارك لكم بعذيب بس انتبه من ذا السهم ماله امان اسالني عنه وقت التفائل يخيب الامل ووقت التشائم يطلع	n	Fear
يعني الشراء في اسمنت حايل اليوم مناسب؟	t	Fear
اللهم سلم سلم ابو رويجح عرض مليون سهم	t	Fear
شكرا لك أنا فقط أنتظر جواب وين برأيكم سيتجه المؤشر هل هو أقرب للـ 14000 أم لـ 10750	t	Fear
السلام عليكم ورحمة الله وبركاته عندي مبلغ. ودي اشغله ومحتار بين تهامه. وبحر العرب مشورتكم.	t	Fear
يوم الخميس رشحت فيبكو ماذا عن غدا شكرا	t	Fear
يشفون المحفظة ويعرفون من دخل ومن خرج	t	Happiness
وجهت نظرك لكن من حركة السهم يدل فيه هامور كبير طويل بال	t	Happiness
عذيب لازم يبقى اعلى 158 والا راح يجيب هدف قمتين سلبي 148 وبالتوفيق لملاكه	t	Fear
كيف تشوفونه هل له طلوع	t	Fear
وضح اكثر بارك الله فيك	t	Fear
علوم اسيج يا ذيبان اشوفه شد قبل الاغلاق	t	Happiness
السلام عليكم ورحمة الله وبركاتة قرب من منطقة الخطر لايغلق تحت خط العنق وسلامتكم 13.60 STORM21😎عالم الاسهم بين يديك	t	Fear
ماهو تأثير الخبر عليه بكره إن شاء الله	t	Fear
على أرامكو والراجحي والاتصالات وسابك وسمعت واحد يحذر اللي عنده خلفيه عن الموضوع يوضح لنا	t	Fear
كلام صحيح لكن لا تبني على توقعاتهم قد تصيب وقد تخيب .	t	Happiness
اللهم اني اسالك حلالك عن حرامك والله لو يعطي 1000٪100	t	Happiness
*=== (( ما يلفظ من قول إلا لديه رقيب عتيد )) ===*	t	Anger
الاماكن هل تتوقع مضاربين ام بي سي يدهبون في سهم سمو اشوف السهم في شفط قوي شال 41.20	t	Fear
معلومه منا والا منا يار جاله .	t	Fear
وش رايك يالنمر بالدخول بالسهم ليوم غدا هل مجدي الدخول الان وتنصح به علما ان سعر الاغلاق 16،60	t	Fear
ليس وهمي ولكن الامان التداول فوق 11200	t	Happiness
بارك الله فيك هل يوجد مضارب في هالسهم	t	Fear
معرفك هذا مهوب غريب علينا عسى في الأمر خير	t	Fear
16.72 كيف ياخبراء المؤشرات كيف الاغلاق تمام والا كيف ؟ لكل من شارك 🌹🌹🌹🌹	t	Fear
كم الهدف بارك الله فيك	t	Happiness
ممكن الاثر على ذلك وكم ممكن يكون السعر لمن يملك اسهم سواء حائل او القصيم اهل الخبره	t	Fear
التوفيق بيد لله عز وجل ،، وقالها في كلمته سادساً ، لا يمكن لأحد التنبـؤ في أسواق الأسهم،	t	Happiness
نبي احد يتكرم علينا ويشرح لنا شرح مبسط للعقود الاوبشن انا بالنسبه لي ماعمري شريت بالعقوود	t	Fear
ممكن المطاحن النهدي سومي ريتيل	t	Happiness
صانع السوق الكبير سيكون له رأي مختلف	t	Happiness
مغري ولكن شرعية نشاطه محل شك	t	Fear
لو اكتتبت حقوق اولوية هل ستضاف للأسهم الاساسية في محفظتي	t	Fear
السلام عليكم جميعا احد يفيدنا عن توجه ووضع السهم وياليت يكون فيه طحطوح يحلل لنا السهم وشكرا لكم	t	Fear
الاخوة المحللين عطونا علوم اماك كرما لا امرا	t	Fear
خذ نظره بدون أمر عليك الغاز...املك فيه حاليا وبوان بارك الله فيك	t	Happiness
لا هنت ممكن تحليل فني للسهم مع تحديد اقرب هدف فني وكم وقف الخسارة وشكرا	t	Fear
تتوقع معي هل يتم استغلال ذلك بضغط السوق	t	Fear
ما في احد عنده علم او خبر عن الموضوع ؟	t	Fear
بارك الله فيك ممكن توضح كلامك فنيا بالشارت لا هنت	p	Happiness
السلام عليكم ورحمة الله وبركاته من يفيدنا في سهم فتيحي الله يفتح علينا وعليه	t	Happiness
عشان خاطري تابع القطاع ي عم سعد	t	Happiness
بارك الله فيك صافولا قفل 37.80 وين هو رايح	t	Fear
اخوي طليقان كرما عطنا نبذه من المعلومات اللي عندك عن الباحه وماهي مشاريعها وارباحها وهل لديها مشاريع مستقبلية	t	Fear
يتوقع أن يسحب السهم فور تدواله سيولة عالية لأنه سيفتتح على تراجع والله أعلم.	t	Fear
المنجم والمطاحن هذه عندي شورك ازيد في واحد منهم ؟	t	Fear
يااخوان المحللين اود الاستفسار عن سهم العثيم مدى استثمارية هذا السهم والسعر العادل له	t	Fear
Storm21 رأيك في سهم التعاونيه الله يعطيك العافيه	t	Happiness
كل شي توقعه والماضي يشهد لهم مو بس بترورابغ كثير من الاسهم ومنها اكسترا والخزف وعذيب	t	Happiness
مهما كان عدد أسهم قليل أو كثير بدأ التصويت ياملاك سهم عناية ادخل موقع تداولاتي وصوت لا	t	Happiness
تأكد من التأثير. ايجابي للدولار وسلبي للذهب واسواق المال.	t	Fear
نتابع الزامل بعناية ساوافيكم هذا المساء بإحتمالات الايام القادمة	t	Happiness
باع ٢٤الف سهم تخويف اتوقع موجود هنا ههههه	t	Happiness
السلام عليكم ورحمة الله بالله افيدوني عن سهم ولاء التامين	t	Fear
اعتقد ممكن يجيب 202 إلى 208 مستوى 261فيبوناتشي جاب 161 مستويات 187 بالنسبة لي اكتفي في الوقت الحاضر 202	t	Happiness
شوفوا شرعيتها قبل كل شي	t	Anger
ممكن ايضاح ايش هو المشروع	t	Fear
اللهم اغننا بحلالك عن حرامك .. ابعد عن الشر يبعد عنك	t	Fear
كم بتكون عدد الحقوق نسبة لعدد الاسهم المملوكة ياليت اللي يعرف يحسبها يعطينا خبر وشكرا	t	Fear
رعاد لاهنت اللي بيعدل الوضع مناسب	t	Happiness
من فضلكم هل الخبر ايجابي للسهم ام لا ولكم الشكر	t	Fear
يتوقعون يتعدى 116 ريال ولكن لا اظن ممكن 90 مثلا	t	Fear
انتبه لايكسر ٢٣ تراه طالع من ١٣ كسر ٢٣ الآن ٢٢.٩٠	t	Fear
شف الموارد سحبه وجمجوم مازال هل الهدوء الذي يسبق العاصفه؟	t	Fear
بشرنا عن طرف العلم نبي الطرف ولا ساكو مأمنه خوف ابد	t	Fear
لالسف ضرب 9.30 ورجع مديور 9.15 اهم شي لايكسر 9 خلال الايام القادمه	t	Fear
الموشر لايزال يجني يارب مايكون قاسي حتى لاتفك بعض الشركات النسب 12099	t	Fear
لكن راح ياثر في نتايج السنه الحاليه	t	Fear
مليار راس مال دور يعني مائة مليون سهم دخلت على أسهم طيبة الله يستر ما تصف طيبة مع العقارية وإعمار	n	Fear
السعر مغري لكن الخوف من النزول اكثر من يعطينا الادنى والاعلى منذ التجزئة	t	Fear
تراه سهم مضاربي مهبول لا تستبعد يقفل بالاخضر او احمر بسيط وبرتفع الاسبوع الجاي	t	Anger
وماذا عن ناسداك وفوتسي ونيكاي طمنونننننننننننا	t	Fear
إذا كثر التشاؤم والعويل، فقد اقترب الإقلاع	p	Anger
ياشباب بعد المنحه هل السهم بينزل عن سعره الحالي	t	Fear
ماعرفنا الخبر سلبي والا ايجابي	t	Fear
توقعاتكم هل يرتد ولا يدحدر زود !!!	t	Fear
هذا يبغا يشد سهمه فوق ونت اتفرج خايف من السوق 😀	p	Fear
الصراحة متردد اشتري فيه الشركة جيدة لكن مرتفع من قاعها كثير	t	Fear
آمين لكن السهم يتنفس الصعداء ام لا	t	Fear
هل تستفيد الشركات السعودية من التأمين البحري في ظل هجمات البحر الأحمر؟	t	Fear
متعلق فيه ب98 ممكن تحليل للسهم وهل اعدل فيه؟؟	t	Fear
كم صارت عدد اسهمه الحره	t	Fear
تم شراء ملايين الأسهم ماتوقع عشان يصرف لكن كل شي ممكن في سوق الأسهم	t	Fear
نتابع السوق اليوم ونعرف	t	Fear
عناية صعب توقع حركة المضارب يمكن يمسكها كم نسبه فوق ويمكن يجلدها مضارب متحكم في السهم	n	Fear
قارصني منها (خايف يشتري فيها) قارصني عليها (خايف ما يشتري فيها ويروح السهم) هو قال قارصني عليها	t	Fear
طيب حساب حصاد الإدخاري، هل يستحق التجربة، أم أنه مضيعة للوقت والمال؟	t	Fear
سهم الحمادي أغلق 58.9 والألماني أغلق على 86.20 بكره تحت المتابعه	t	Happiness
ياجماعة من يعطينا علم عن الاجتماع هل تم أم لا ؟	t	Fear
الكهرباء هل يرتد ويرجع 18% الي سلبت منه في 2023	t	Sadness
كم عدد اسهمه الحره ؟	t	Fear
هل ممكن يتحسن وضعه ويتعداء الريال ولا الوضع صعب	t	Fear
انا مثلك ادور قرض اسهم بس !! رحت الراجحي يقول مافية الي عنده علم يفيدنا	n	Anger
هل هناك اهداف اخرى ارجو التحديث	t	Fear
كم المدة ؟؟؟ وهل فيه خضة ؟؟ عذيب رهيب مضاربه اما امانتيت ما اتوققع والا الان المفروض فوق 50	t	Fear
سؤال كم بتكون خسائر الشركة بعد التخفيض؟	t	Fear
ويمكن يكون زي مرنه والسيف الله يستر	t	Fear
هل انتهت مرحلة الصعود وسيجني ارباحه ام لازال للارتفاع بقيه ؟!	t	Fear
هل تم تحديد موعد يوم جمعية التخفيض والا باقي لم يحدد التاريخ	t	Fear
الراجحي يقود ارتفاعات المؤشر العام صعودا ونزولا نتابع	t	Fear
مايعتبر عالي الخطور ووقت تصريف؟ أقصد بعد موجة ارتفاع مستمرة للسهم	t	Fear
يعني بعد كم يوم تعتقد يااحمد انه راح يدّعي انه اللي رافع ام بي سي	t	Fear
رأيكم في اغلاق اليوم هل يستمر في الارتفاع او للنزول بقيه	t	Fear
السؤال هل كسرت الوقف اللي المفروض انت محدده قبل الدخول ؟	t	Fear
هل تفرق عمولة البنك او اشتري كميه بكل المحفظة لشركة واحدة مثلاً	t	Fear
هالسهم يا اغناك يا فقرك ما عنده وسط	n	Sadness
اهداف نادك 6010 هذا الاسبوع من وجهة نظرك	t	Fear
حطيت أمر بيع بخسارة فادحة.لكن ألغيته يوم شفت موضوعك..هل كلامك مبني على أساس؟ أو توقع؟	n	Fear
لكن كم سعر الجنيه المصري وقت الشراء وكم سعره الآن ؟	t	Fear
يمكن يعرفون شئ ما نعرفه مثل تبعات باب المندب وارتفاع تكاليف الشحن والتامين وووو	t	Fear
هل اسمها حلال ولا حرام هذا اهم شيء ما يهمني سعر السهم يهمني الحساب يوم الحساب	t	Fear
المؤشر الان 11970 ياترئ الي أين وجهته ،،،،؟!!!	t	Fear
هل يفعلها الراجحي اليوم 77	t	Fear
ماهي الشركات اللي بتدخل في مؤشر تاسي 50 غير القيادي	t	Fear
هل ممكن يمنحون اسهم مع الوضع الحالي؟	t	Fear
متأكد التحديث يومي ؟؟؟؟	t	Fear
هل اذا جات الجمعيه المفروض ينزل السهم او يطلع	t	Fear
كم عليها من دين وهل تستطيع سداد دينها والفوائد المترتبة عليه بهذه الارباح	t	Fear
ياليت تعطونا تحليل عن السهم والمقاومة والدعم والتوقعات	t	Fear
السهم سهم سال امس اغلق بالنسبة القصوى اليوم هل بيغلق ع النسبه ولا لا ؟	t	Fear
السلام عليكم ورحمة الله وبركاته تداول الابحاث	t	Happiness
ايش صاير في السهم	t	Fear
ايهم افضل سهم بقناه صاعده حاده او سهم بالقاع تحت التطفيش	t	Fear
ما قصر الان هو في قمة 60 ريال فهل المتعلقين انفكت تعليقتهم وباعووووووووا	p	Happiness
اللهم آمين خير وبركة ان شاءالله للجميع وللأسف البعض يخوف منها والله اعلم	p	Fear
اللهم اني اعوذ بك من الخبث و الخبائث	n	Fear
مطاحن الاولى ولا اعتقد قريبا ممكن قريبا خلا ل اسبوع 103 وممكن تعود للنزول	t	Fear
ممكن يهدي اليوم ويصبح احمر 🤔	t	Fear
مافيه احد عنده اجابه اكيده	t	Anger
هل هناك أخبار عن تحقيق أرباح؟ هل انتهى موضوع الاكتتاب؟	t	Fear
خليه اول يرجع الى ٥٠ 🤔	t	Fear
كم سعره الان لايكون نسب فوق	t	Fear
يعطيك العافية أستاذ مرشد ماهو الخبر القادم لو سمحت؟	t	Happiness
إذا ما فيها خطورة عليك تذكر السهم	t	Fear
اخواني وش رايكم بسهم صدر هل اصبر عليه مشتري فوق 4 من ايام التجزئه وكم السعر المناسب للبيع	t	Fear
اذا تم رفض الاندماج السهم الى الهاويه واذا تم الاندماج السهم لن يكفيه تدبيله وراح تصير من اقوى شركات التامين	n	Sadness
اسفل القناه 104 ممكن يزوها يضل احتمال وارد وليس مؤكد	t	Fear
ساسكو ممكن يضرب نسبه بس ماتدري نسبه فوق او تحت في اي لحظه	t	Fear
هل سوق الاسهم بيفتح ولا اجازه	t	Fear
كذا مانعرف في اندماج او لا كلهم طالعين	t	Fear
عند الاختبار يكرم المرء او يهان النتائج على الابواب	t	Happiness
يافوق ياتحت ااخر نص ساعه	t	Fear
العام القادم 2024 .. الغاز رايح وين	t	Fear
هل ترى ان تصريحه غير حكيم ؟؟؟؟ هل تتوقع ان تصريحه كان سبب بنزول السهم؟؟؟؟ ارجو منك الاجابة	n	Anger
لو تفضلت اللجين بتتاثر كما هو في شركات البتروكيمياويات ؟؟؟؟	t	Fear
وش رايك انت انا مدري	t	Fear
هل بيرجع فوقها خلال هذا الاسبوع او الاسبوع القادم	t	Fear
طيب الخسران هل راح يتم خسران. إذا ربح ماراح تقدر تلحقه. السوق فرص	t	Fear
الحين هل تعود للتداول ام لا	t	Fear
تتوقعون يستمر العطاء ولا يتقهقر؟	t	Fear
لا مستحيل اتوقع يقفل بالقرب من 15.60 والله اعلم	t	Fear
الخطة الهجومية تكمن خطورتها في الهجمات المرتدة	t	Fear
وش رائيكم نهج او نصبر	t	Fear
وش رأيك في عناية الآن بعد ما تعلقت فيها بسعر 11 قبل شهر ؟	t	Fear
ياخوى انت وينك ياسانشيرو مختفى عن الانظار	t	Fear
هل يعتبر بداء الضغط علي سهم اديس او يعتببر نزوله عادي جني ارباح اشوفه نزل اسبوع	t	Fear
سهم مصرف الراجحي هل حاليا فرصه للدخول ام الانتظار لحين جني الارباح	t	Fear
الله اعلم لو تحرك الباحة مممكن يحرك الخشاش وره	t	Happiness
تكفى شوف لآمار وش وضعه	t	Fear
وهل ستصوتون عالزيادة أم لا ؟؟؟	t	Fear
تحرك بشكل بسيط وصل 4.59 ولكنه تراجع هل نرى اخبار تحركه بقوه مثل غيره	t	Fear
نفكر الان ندخل او لا	t	Fear
تتوقع رفع نهائي ولا تدريجي	t	Fear
ارغب الدخول بسهم المتحده ومتردد	t	Fear
مرحبا ، فعلا ، كنا متوقعين توزيع أرباح عن النصف الأول ، هل سيعلن عن منحة ؟	t	Fear
شرااء 12.18 بالعادة اي ربح ابيع المره هذي جالس انتظر النسبة يجيب النسبة والا لا	t	Fear
وش فيك هاليومين أحد مزعلك	n	Fear
هل السهم سيواصل الصعود اليوم ام ماتوقعاتكم له	t	Fear
رايكم بكره هل هو يجيب النسبه بكره او يكسر عنها	t	Fear
في ضربة ممكن خلال ٤٨ساعة	t	Fear
اليوم اقول لا بكره ممكن اقول ايه ماتدري يالغالي حسب استقرار السهم	t	Fear
اذا طلع سهمي ثقيل ونازل عن سعر الشراء وبدى المؤشر يجني ابيع ولا انتظر ؟	t	Fear
على كلامك هل السهم كخه ولا حلو	n	Fear
يصير أطلبه 72.80 أو يرفض أو ما أطلبه نهائي	t	Fear
الى وين ممكن ينزل ثم يرجع	t	Fear
بغض النظر عن المقارنات هل السهم نفسه ماليا متضخم ام لا انت وش تشوف؟	t	Fear
طيب بعد تخفيض راس المال كم تعادل ال 40 مليون بالنسبه هل تعلق علم اصفر او يزال العلم	t	Fear
هل ندخل ام لا متردد لي كم يوم	t	Fear
مع الضغط الحاصل من مضاربي السهم، يمكن يحوم حولها لفترة	t	Fear
طيب يعني تتوقع اليوم يرتد السوق ؟ ولا حنا اللي بنرتد ؟؟	t	Fear
زهرة الواحة ممتاز فنيا ولكن أحمد الذياب يملك 54٪ من أسهم الشركة وهنا المشكلة ‼️	t	Sadness
سوال شباب اذا بعد الجمعيه بكم يوم بعت الاسهم هل يحق لك استلام الارباح او لازم معاك	t	Fear
هل نشاهد سيوله على غير المعتاد بعدها راح نحكم على السوق	t	Fear
للي حصل للسهم اليوم تنزيل ركب او انتهت المهمة بنجاح	t	Fear
من سيحضى بتنفيذ عالي اي قطاع ؟!؟	t	Fear
الله يعطيك العافيه بعد الاحداث الاخيره خوفوا الخوافين واخذوا اسهمهم وانتهى الحدث	t	Fear
اتوقع في تيكر او البرامج الا بفلوس الله اعلم	t	Happiness
هل يتأثر سهم المراعي وينزل الى سعر 39ريال نراقب	t	Fear
القضيه ماهي حطه نص السيوله الخوف تطلع كل هالسيوله ماتجيب لك حاشي عموما اختيار موفق	n	Fear
تتوقعون تواصل النسب والا هي فزة كديش وخلاص	t	Fear
إيش رأيك الشراء قبل الاحقيه وإلا بعد يمكن ينزال بعد التوزيع	t	Fear
نعم للهيئة مدخل لكن ماتقدر ع الصندوق الخوف لايزعل 🤑 ويزعلون ربعه الصناديق	n	Fear
بالله عليك حدث لنا السهم … وصل 74 وارتخى شوي … هل فيه شده	t	Fear
السلام عليكم احتاج من هو ماهر بالتحليل سهم ملاذ حجز سيولتي ولاعلم كيف وضعه تحياتي	t	Fear
متعلق ومتردد اطلع والا لا واخاف اطلع ويفحط بعد انتظار سنوات	n	Fear
قناصه ولاكن هل السوق يساعد ؟	t	Fear
طيب الصلاه مثلا وقت الفجر والطياره لا يوجد بها مكان لاداء الصلاه ولا استطيع اصليها واقفا فكيف اصليها	t	Fear
الحين كسر 99 وش الاوضاع	n	Fear
تاكد تكد اخاف انه يرسل الرقم والوضع عندكم000009	t	Fear
ما عنده إلا قوة جلد له اكثر من اسبوع تهقون باقي جلد والا الارتداد قريب	n	Anger
السلام عليكم ياترى هل سيتم الغاء زيادة رأس المال لشركة عذيب اعتقد هذا اهم امر يتحدد عليه سعر السهم مستقبلا	t	Fear
لازم تنطلق قبل المنافس الجديد	t	Fear
مجرد توقع. وبكره يجيك خبر عدم اليقين 😀	p	Happiness
المؤشرات يبيلها تهدئه حسب رأيي الشخصي وغير ملزم تاسي 88 اخضر الآن نشوف وش يصير	t	Fear
يعني نحتفظ بالعقارية ….. والا ايش	t	Fear
هلا سهم المنجم رأيك	t	Fear
اتوقع الاتصالات سابك الكهرباء الراجحي زين	t	Happiness
السوق مرتفع مع خبر الديزل هل يكون خبر عابر والا فيه جحفله قريبه في النزول	t	Fear
كما هو بالعنوان وشكرا	t	Fear
ابو عبد العزيز عطنا علوم السوق الاسبوع القادم وهل فيه هبوط بسبب هبوط النفط	t	Fear
ابو سالم بروج تتوقع تلحق بتشب والا	t	Fear
ممكن توضح وش تمثل ١١٠٠٠٠	t	Fear
نفسة توزيعات شهرية ؟	t	Fear
اذا قبل مع اي احد منكم يخبرنا لاهنتوا	t	Happiness
اخر سعر 55,770 الف وننتظر تحديث اليوم او غدا	t	Fear
تدري كم قروضه ؟	t	Fear
اللي يملك عشر آلاف سهم كم منحته اذا كانت 6،6 شكرا	t	Fear
سهم فيه الصندوق لايمكن التنبأ باتجاهه	n	Fear
السلام عليكم ورحمة الله وبركاته تحرك سهم المراعي بالامس هل حوله توزيع ارباح عادة في هذا الوقت	t	Fear
الحين اكسبو هذا وش قصته يعني يختص بوشو ؟؟	t	Fear
و البنك العربي وش وضعه ؟	t	Fear
الدوائيه السعر 29.90 السهم لايكاد يذكر فى المنتدى ?	t	Fear
هل انا لزم اكتت اذا شريت اليوم ابي اجابه	t	Fear
السابق : 3.1 % المتوقع : 3.2 % الفعلي : ؟؟؟	t	Fear
السوال هل هم اعلنوا شي عن العوائد ؟؟	t	Fear
متى تبدأ نتائج الربع الرابع ونهايته	t	Fear
يعطيك العافيه اخي الكريم السهم اليوم كسر 97وسعره نزل 96.5برايك ابيعه اتخلص منه ولا كيف	t	Fear
نبي بديل له يكون يعمل داخل السعودية وخارجها اتوقع قوقل pay بس ماني مرتاح له	t	Fear
اعتقد البنك الاهلي باع كميته شيك	t	Happiness
هل هذا سيؤثر على قيمة الاسهم ايجابا او سلبا ؟؟	t	Fear
الله يعافيك يارب والله لا اعلم اي سهم لكن اكثر شي بتكون في اسهم نشطة	t	Happiness
هل هناك نيه لتجزئة السهم؟	t	Fear
200.20 هذي النسبه القصوى يجيبها والا ما يجيبها	t	Fear
الجواب عند الصندوق البنكي اللي تم تعويضه عن ديونه وقروضه بأسهم في الشركة! هل يبيع لحاجته للكاش!	t	Fear
طيب واذا عدلت ثلاثه او اربعة اضعاف هل تنفك التعليقه بدون تحرك السهم	t	Fear
من اي ناحية يعني قارصك انك ما اشتريت فيها وتتنبا انها بتصعد والا قارصك خايف تشتري فيها وينهبد السهم 😂😂	t	Fear
ماهي الاخبار عن جمعيتي هم طيبه و سهم دور؟ هل تم التصويت على الاستحواذ؟	t	Fear
مرحبا ، فعلا أرباحه ممتازة ، لكن لم يتحرك ، هل يخفي شيئا ؟	t	Fear
اكلف عليك اذا بالإمكان نظره على التصنيع واذا ما تحبه بلاشي منه	n	Anger
مافي اي خبر او اعلان على تجزئة السهم الى ريال	t	Fear
طبيعي جدا في عالم الأسواق . المنخفضه 95 المرتفعه 127. ايش المشكله؟ لازم تكون كلها مرتفعه ؟	t	Anger
لو سمحت ابي رمز السهم لان بحثت مالقيته والسعر ايضا سالفة تطلع تدخل السوق شي راجعلك شكرا	t	Fear
راح يرتفع العقار بالرياض اذا فازت المملكه بااكسبو 2030 اعان الله من يبحث عن عقار بالرياض	p	Happiness
من يستطيع أن يرشدني ، هل الأشتراك مجدي ؟	t	Fear
أي سهم تتوقع راح يتأثر	t	Fear
ممكن عندهم نيه لتعديل التوصيه لتخفيض راس المال ومن ثم الزياده	t	Fear
كم السعر المستهدف لملاذ	t	Fear
ابو عبدالله لك رساله على الخاص ياليت تشوفها اول مرة ف حياتي ارسل خاص بس ضروري تشوفها تكفى	t	Happiness
11287 - 11350 ماذا تمثل !	t	Fear
اول مره اشوف معرفك او ممكن سبق التداخل معك لكن ناسي بحكم معرفك مغمور	t	Fear
كل شي جايز يمكن تروح فوق 300 ويمكن الى 30	t	Fear
السَلآْم عَلْيُكّمٌ وٍرٍحَمُةّ الله وٍبُرٍكآتُهْ ليس شرط أساسي . على سبيل الشارت أحياننا يكذب الخبر احدى علل التحليل	t	Happiness
سعره بالنسبه لعدد اسهمه مغري لكن العله بمن يتحكم فيه ؟	n	Anger
ممكن توضح استحواذ على ماذا	t	Fear
وش رايك بالسهم بكرى يتفاعل مع الخبر	t	Fear
سهم بترو رابغ .. موضوعي الله يكفينا وياكم السحر والسحرة	n	Fear
ينساب فنياً وموجياً .. هل تتخذ من جدها قدوه ؟ جدها سافكو	t	Fear
سجل 39.70 هل يقفل على الهدف الثالث 39.85 ؟؟	t	Fear
ياااامرحبا يااالغالي وين توقع يوصل في الطلوع بكره الاحد و لاثنين هي الفيصل لا سوق ياافوق ولا الطريق المنحدر	t	Fear
إسمك مرعب ههههه خايف أقلك سلبي مشكله بعدين	n	Fear
ممكن تحديث اسبوعي او شهري	t	Fear
2026 ياحيا متى نرعاك ؟	t	Sadness
وش علاقتهم في الثروة	t	Fear
لي نص شهر فيه وافكر ابيعه	t	Fear
من ألي جالس يبيع هل هو الصناديق ام الأفراد واين توقف نهايه الرحله ؟	t	Fear
خذيتها فوق 22.84 وش رايكم فيها	t	Fear
جبل عمر وممكن قطاع الاسمنتات	t	Happiness
من حركته اليوم اتوقع الغاز لا أملك فيه	t	Fear
انت وينك مختفي السوق تغير سلوكه	t	Fear
مارأيكم بتأثير الاعلان على السهم بكره؟	t	Fear
وش رأيك اخي في اسمنت اليمامة؟	t	Fear
شرايكم في سهم العمران	t	Fear
سناد القابضة يومي وش رأيك فيه ؟؟	t	Fear
هل يوجد تاثير على اسعار تلك الشركات	t	Fear
باقي شهر عن نتايج السنويه… وشرايكم بالسعر مناسب لدخول ؟؟	t	Fear
أنا متوقع هدفه الأولي 91 ثم 87	t	Happiness
ما شرعية السهم ؟	t	Fear
وسوميتومو اليابانية ليست مستثمر اجنبي لبترو رابغ ! ههههههههه	t	Happiness
سهم نموا ٠٠٠٠٠٠ومضاربات ٠٠٠٠والله أعلم	p	Happiness
السهم فيه ضغط قوي قد يكون لديه خبر او زيادة راس المال قريب	t	Fear
طيب لو حصل الدمج وين تروح المتحده اجب	t	Fear
بل قل: هل سيصل إلى 64؟	t	Fear
هل احد تعوض من شركة سند	t	Fear
يعني لو في خساير كان طلعو فوق وصرفو ؟ باقي مده قليله وتعلن الشركات …	n	Fear
من هو شريك السويلم في ماسكو؟	t	Fear
متى تصحيح السوق وهل لازال للارتفاع بقيه	t	Fear
توقعك للمدة للوصول للهدف	t	Fear
ترتيب منطقي لكن الخليج ربما يكون لها راي اخر والله اعلم	t	Happiness
عذيب بسيوله تداول اكثر من ارامكو ومقاربه للراجحي هل هذه السيوله شراء او بيع	t	Fear
الخريف والانضمام لمنقيه ال 200 ريال للسهم فهل يعترض الطريق جامعي الخراف بالشبك بعد تربله محترمه للخريف وجمع الخراف	t	Anger
هل تعلن او يتم ايقافها وما نتيجة ذلك ع السهم	t	Fear
ابشر بتدبيلات او افلاس	n	Sadness
الملاك يحتاجون من يدير الدفة هل هناك قروب خاص للملاك لكي يتم عزل الادارة مستقبلاً	t	Fear
اتمنى من الاخوة المحترفين في التحليل الفني افادتنا وكما ذكرت سهم حيرنا بصراحة	t	Fear
انت شريت ذهب اليوم والا ما شريت	t	Fear
متأكد ان الرسم صحيح ؟؟؟؟	t	Fear
ما ادري انت تسأل ولا تنفي؟ انتظر الخبر خلال الشهور القليله القادمه والله اعلم	t	Fear
مدري كيف وضع ليفا واهدافها	t	Fear
محاولات لتثبيت الدولار ولكن لن تستمر بهذه الاسعار كوجهة نظر	n	Sadness
سيولة الراجحي 64 مليون سيولة التاسي 691 وفي تناقص	t	Fear
هههههه 94.20 وهدف 25 بيصير نزول قوي انتبه من التعليقه	n	Fear
ماذا يحدث في اللجين أمس واليوم بيوع كبيرة وخبر إيجابي جدا	p	Happiness
الوطنية مايحدث فيها من ضغطها حول قيعانها يثير الدهشه فعلاً! ولكن علاجه الثبات والصبر	n	Fear
هل فيه سهم بيحقق هذا الرقم لو صارت طفره اعتقد نعم في اي قطاع تعتقدون او ما هو السهم	t	Fear
من امس عطاء السهم3% باقي السهم اول المشوار	p	Happiness
اذا وصل 64 حوله عدل والبيع فوق ال100	p	Happiness
توقعي نشوف 200 والله اعلم الان 183.80	p	Happiness
طيب ليش ما تفاعل مع ارتفاع السوق …. غريب امر هذا السهم ….. نتائج ممتازة …. ننتظر الفزة	t	Fear
السهم حقق اشارة دخول من 59.75 وله استهداف 68.5	p	Happiness
امس واليوم عليها تداول ملفت للانتباه هل هناك خبر ايجابي نشوف	t	Fear
كمستثمر خلال سنه 28 ريال قد يتجاوزها ----	t	Happiness
ليش طالعه هل بسبب الشركه الجديده في السوق قريبا	t	Fear
هذي الفتره ثبت علي 21.50و 21.52 هل في شي مخفي للانطلاقه	t	Fear
منذو شهور يوم كان المؤشر 11800 وانت تقول نهاية عام 2023 مؤشرنا 14000	t	Anger
سهم ملاذ سعر 17 دعم 16/50 مقاومه 17/50 هدف قريب 20	t	Fear
